#step	time	u[m]	load[N]	reaction[N]	Wint[J]	Wext[J]	Wkin[J]
85	8.500000e-03	-3.750000e-05	-7.104016e+04	7.104030e+04	1.324493e+00	1.324513e+00	1.968479e-05
86	8.600000e-03	-3.800000e-05	-7.198712e+04	7.198695e+04	1.360145e+00	1.360165e+00	1.969001e-05
87	8.700000e-03	-3.850000e-05	-7.293371e+04	7.293385e+04	1.396270e+00	1.396290e+00	1.969376e-05
88	8.800000e-03	-3.900000e-05	-7.388040e+04	7.388037e+04	1.432868e+00	1.432888e+00	1.968301e-05
89	8.900000e-03	-3.950000e-05	-7.482700e+04	7.482692e+04	1.469940e+00	1.469960e+00	1.969567e-05
90	9.000000e-03	-4.000000e-05	-7.577336e+04	7.577352e+04	1.507485e+00	1.507505e+00	1.968709e-05
91	9.100000e-03	-4.050000e-05	-7.671990e+04	7.671974e+04	1.545503e+00	1.545523e+00	1.968841e-05
92	9.200000e-03	-4.100000e-05	-7.766598e+04	7.766608e+04	1.583994e+00	1.584014e+00	1.969613e-05
93	9.300000e-03	-4.150000e-05	-7.861212e+04	7.861212e+04	1.622958e+00	1.622979e+00	1.968444e-05
94	9.400000e-03	-4.200000e-05	-7.955809e+04	7.955800e+04	1.662396e+00	1.662416e+00	1.969532e-05
95	9.500000e-03	-4.250000e-05	-8.050376e+04	8.050389e+04	1.702306e+00	1.702326e+00	1.968926e-05
96	9.600000e-03	-4.300000e-05	-8.144948e+04	8.144936e+04	1.742689e+00	1.742710e+00	1.969077e-05
97	9.700000e-03	-4.350000e-05	-8.239472e+04	8.239478e+04	1.783545e+00	1.783566e+00	1.969584e-05
98	9.800000e-03	-4.400000e-05	-8.333984e+04	8.333985e+04	1.824874e+00	1.824894e+00	1.968903e-05
99	9.900000e-03	-4.450000e-05	-8.428470e+04	8.428463e+04	1.866675e+00	1.866696e+00	1.969723e-05
100	1.000000e-02	-4.500000e-05	-8.522928e+04	8.522938e+04	1.908949e+00	1.908969e+00	1.969275e-05
101	1.010000e-02	-4.550000e-05	-8.617374e+04	8.617366e+04	1.951694e+00	1.951715e+00	1.969415e-05
102	1.020000e-02	-4.600000e-05	-8.711769e+04	8.711774e+04	1.994912e+00	1.994933e+00	1.969836e-05
103	1.030000e-02	-4.650000e-05	-8.806161e+04	8.806161e+04	2.038602e+00	2.038623e+00	1.969366e-05
104	1.040000e-02	-4.700000e-05	-8.900500e+04	8.900499e+04	2.082764e+00	2.082785e+00	1.969841e-05
105	1.050000e-02	-4.750000e-05	-8.994828e+04	8.994827e+04	2.127398e+00	2.127418e+00	1.969850e-05
106	1.060000e-02	-4.800000e-05	-9.089107e+04	9.089112e+04	2.172503e+00	2.172523e+00	1.970028e-05
107	1.070000e-02	-4.850000e-05	-9.183357e+04	9.183351e+04	2.218079e+00	2.218100e+00	1.969911e-05
108	1.080000e-02	-4.900000e-05	-9.277572e+04	9.277578e+04	2.264127e+00	2.264147e+00	1.970247e-05
109	1.090000e-02	-4.950000e-05	-9.371740e+04	9.371737e+04	2.310645e+00	2.310666e+00	1.969937e-05
110	1.100000e-02	-5.000000e-05	-9.465886e+04	9.465885e+04	2.357635e+00	2.357655e+00	1.970442e-05
111	1.110000e-02	-5.050000e-05	-9.559975e+04	9.559980e+04	2.405095e+00	2.405116e+00	1.970213e-05
112	1.120000e-02	-5.100000e-05	-9.654036e+04	9.654029e+04	2.453025e+00	2.453046e+00	1.970482e-05
113	1.130000e-02	-5.150000e-05	-9.748030e+04	9.748039e+04	2.501426e+00	2.501447e+00	1.970549e-05
114	1.140000e-02	-5.200000e-05	-9.842002e+04	9.841992e+04	2.550297e+00	2.550317e+00	1.970701e-05
115	1.150000e-02	-5.250000e-05	-9.935904e+04	9.935911e+04	2.599637e+00	2.599658e+00	1.971182e-05
116	1.160000e-02	-5.300000e-05	-1.002976e+05	1.002976e+05	2.649447e+00	2.649468e+00	1.970983e-05
117	1.170000e-02	-5.350000e-05	-1.012356e+05	1.012356e+05	2.699726e+00	2.699747e+00	1.971692e-05
118	1.180000e-02	-5.400000e-05	-1.021730e+05	1.021731e+05	2.750474e+00	2.750495e+00	1.971255e-05
119	1.190000e-02	-5.450000e-05	-1.031100e+05	1.031099e+05	2.801690e+00	2.801711e+00	1.971906e-05
120	1.200000e-02	-5.500000e-05	-1.040462e+05	1.040463e+05	2.853375e+00	2.853397e+00	1.971939e-05
121	1.210000e-02	-5.550000e-05	-1.049821e+05	1.049820e+05	2.905528e+00	2.905550e+00	1.972054e-05
122	1.220000e-02	-5.600000e-05	-1.059171e+05	1.059171e+05	2.958149e+00	2.958170e+00	1.972518e-05
123	1.230000e-02	-5.650000e-05	-1.068516e+05	1.068516e+05	3.011237e+00	3.011259e+00	1.972588e-05
124	1.240000e-02	-5.700000e-05	-1.077854e+05	1.077854e+05	3.064793e+00	3.064814e+00	1.973031e-05
125	1.250000e-02	-5.750000e-05	-1.087186e+05	1.087186e+05	3.118815e+00	3.118837e+00	1.972913e-05
126	1.260000e-02	-5.800000e-05	-1.096510e+05	1.096509e+05	3.173304e+00	3.173325e+00	1.973647e-05
127	1.270000e-02	-5.850000e-05	-1.105829e+05	1.105829e+05	3.228259e+00	3.228280e+00	1.973064e-05
128	1.280000e-02	-5.900000e-05	-1.115141e+05	1.115141e+05	3.283679e+00	3.283701e+00	1.974129e-05
129	1.290000e-02	-5.950000e-05	-1.124445e+05	1.124445e+05	3.339566e+00	3.339587e+00	1.973763e-05
130	1.300000e-02	-6.000000e-05	-1.133745e+05	1.133745e+05	3.395917e+00	3.395939e+00	1.974417e-05
131	1.310000e-02	-6.050000e-05	-1.143034e+05	1.143034e+05	3.452733e+00	3.452755e+00	1.974485e-05
132	1.320000e-02	-6.100000e-05	-1.152319e+05	1.152319e+05	3.510014e+00	3.510036e+00	1.974825e-05
133	1.330000e-02	-6.150000e-05	-1.161595e+05	1.161595e+05	3.567758e+00	3.567781e+00	1.975398e-05
134	1.340000e-02	-6.200000e-05	-1.170864e+05	1.170864e+05	3.625967e+00	3.625989e+00	1.975076e-05
135	1.350000e-02	-6.250000e-05	-1.180125e+05	1.180125e+05	3.684638e+00	3.684661e+00	1.976017e-05
136	1.360000e-02	-6.300000e-05	-1.189378e+05	1.189378e+05	3.743773e+00	3.743796e+00	1.975978e-05
137	1.370000e-02	-6.350000e-05	-1.198625e+05	1.198625e+05	3.803370e+00	3.803393e+00	1.976584e-05
138	1.380000e-02	-6.400000e-05	-1.207863e+05	1.207863e+05	3.863430e+00	3.863452e+00	1.976729e-05
139	1.390000e-02	-6.450000e-05	-1.217093e+05	1.217093e+05	3.923951e+00	3.923974e+00	1.977239e-05
140	1.400000e-02	-6.500000e-05	-1.226314e+05	1.226314e+05	3.984933e+00	3.984957e+00	1.977458e-05
141	1.410000e-02	-6.550000e-05	-1.235529e+05	1.235529e+05	4.046377e+00	4.046400e+00	1.977525e-05
142	1.420000e-02	-6.600000e-05	-1.244735e+05	1.244736e+05	4.108281e+00	4.108305e+00	1.978153e-05
143	1.430000e-02	-6.650000e-05	-1.253934e+05	1.253933e+05	4.170645e+00	4.170669e+00	1.978506e-05
144	1.440000e-02	-6.700000e-05	-1.263122e+05	1.263123e+05	4.233470e+00	4.233493e+00	1.979129e-05
145	1.450000e-02	-6.750000e-05	-1.272305e+05	1.272304e+05	4.296753e+00	4.296777e+00	1.978829e-05
146	1.460000e-02	-6.800000e-05	-1.281475e+05	1.281475e+05	4.360495e+00	4.360520e+00	1.980522e-05
147	1.470000e-02	-6.850000e-05	-1.290639e+05	1.290640e+05	4.424696e+00	4.424721e+00	1.978898e-05
148	1.480000e-02	-6.900000e-05	-1.299797e+05	1.299796e+05	4.489355e+00	4.489380e+00	1.981438e-05
149	1.490000e-02	-6.950000e-05	-1.308942e+05	1.308943e+05	4.554472e+00	4.554497e+00	1.980109e-05
150	1.500000e-02	-7.000000e-05	-1.318086e+05	1.318085e+05	4.620046e+00	4.620071e+00	1.981122e-05
151	1.510000e-02	-7.050000e-05	-1.327214e+05	1.327215e+05	4.686077e+00	4.686102e+00	1.981891e-05
152	1.520000e-02	-7.100000e-05	-1.336339e+05	1.336339e+05	4.752564e+00	4.752589e+00	1.980935e-05
153	1.530000e-02	-7.150000e-05	-1.345453e+05	1.345453e+05	4.819508e+00	4.819533e+00	1.983249e-05
154	1.540000e-02	-7.200000e-05	-1.354558e+05	1.354559e+05	4.886906e+00	4.886932e+00	1.981863e-05
155	1.550000e-02	-7.250000e-05	-1.363657e+05	1.363656e+05	4.954761e+00	4.954786e+00	1.983352e-05
156	1.560000e-02	-7.300000e-05	-1.372743e+05	1.372744e+05	5.023069e+00	5.023095e+00	1.983088e-05
157	1.570000e-02	-7.350000e-05	-1.381826e+05	1.381826e+05	5.091832e+00	5.091859e+00	1.983122e-05
158	1.580000e-02	-7.400000e-05	-1.390895e+05	1.390894e+05	5.161049e+00	5.161076e+00	1.984138e-05
159	1.590000e-02	-7.450000e-05	-1.399960e+05	1.399961e+05	5.230720e+00	5.230747e+00	1.983785e-05
160	1.600000e-02	-7.500000e-05	-1.409014e+05	1.409013e+05	5.300843e+00	5.300870e+00	1.985137e-05
161	1.610000e-02	-7.550000e-05	-1.418060e+05	1.418060e+05	5.371419e+00	5.371447e+00	1.984649e-05
162	1.620000e-02	-7.600000e-05	-1.427098e+05	1.427098e+05	5.442447e+00	5.442475e+00	1.986004e-05
163	1.630000e-02	-7.650000e-05	-1.436120e+05	1.436120e+05	5.513927e+00	5.513955e+00	1.986384e-05
164	1.640000e-02	-7.700000e-05	-1.445147e+05	1.445147e+05	5.585859e+00	5.585887e+00	1.985505e-05
165	1.650000e-02	-7.750000e-05	-1.454156e+05	1.454156e+05	5.658241e+00	5.658269e+00	1.987920e-05
166	1.660000e-02	-7.800000e-05	-1.463160e+05	1.463160e+05	5.731073e+00	5.731102e+00	1.985852e-05
167	1.670000e-02	-7.850000e-05	-1.472158e+05	1.472158e+05	5.804356e+00	5.804385e+00	1.988148e-05
168	1.680000e-02	-7.900000e-05	-1.481142e+05	1.481142e+05	5.878088e+00	5.878118e+00	1.987337e-05
169	1.690000e-02	-7.950000e-05	-1.490125e+05	1.490125e+05	5.952270e+00	5.952300e+00	1.988094e-05
170	1.700000e-02	-8.000000e-05	-1.499094e+05	1.499093e+05	6.026901e+00	6.026930e+00	1.988804e-05
171	1.710000e-02	-8.050000e-05	-1.508058e+05	1.508059e+05	6.101979e+00	6.102010e+00	1.988179e-05
172	1.720000e-02	-8.100000e-05	-1.517013e+05	1.517013e+05	6.177506e+00	6.177537e+00	1.989677e-05
173	1.730000e-02	-8.150000e-05	-1.525959e+05	1.525960e+05	6.253481e+00	6.253512e+00	1.989351e-05
174	1.740000e-02	-8.200000e-05	-1.534899e+05	1.534899e+05	6.329903e+00	6.329934e+00	1.990079e-05
175	1.750000e-02	-8.250000e-05	-1.543828e+05	1.543827e+05	6.406771e+00	6.406803e+00	1.990532e-05
176	1.760000e-02	-8.300000e-05	-1.552750e+05	1.552751e+05	6.484086e+00	6.484118e+00	1.990289e-05
177	1.770000e-02	-8.350000e-05	-1.561661e+05	1.561661e+05	6.561847e+00	6.561879e+00	1.991479e-05
178	1.780000e-02	-8.400000e-05	-1.570563e+05	1.570564e+05	6.640053e+00	6.640086e+00	1.991618e-05
179	1.790000e-02	-8.450000e-05	-1.579458e+05	1.579458e+05	6.718705e+00	6.718738e+00	1.992229e-05
180	1.800000e-02	-8.500000e-05	-1.588344e+05	1.588344e+05	6.797801e+00	6.797834e+00	1.992584e-05
181	1.810000e-02	-8.550000e-05	-1.597223e+05	1.597224e+05	6.877341e+00	6.877375e+00	1.992877e-05
182	1.820000e-02	-8.600000e-05	-1.606092e+05	1.606092e+05	6.957324e+00	6.957359e+00	1.993056e-05
183	1.830000e-02	-8.650000e-05	-1.614954e+05	1.614954e+05	7.037752e+00	7.037787e+00	1.993104e-05
184	1.840000e-02	-8.700000e-05	-1.623797e+05	1.623797e+05	7.118622e+00	7.118657e+00	1.994530e-05
185	1.850000e-02	-8.750000e-05	-1.632644e+05	1.632643e+05	7.199934e+00	7.199970e+00	1.992715e-05
186	1.860000e-02	-8.800000e-05	-1.641477e+05	1.641479e+05	7.281689e+00	7.281725e+00	1.995793e-05
187	1.870000e-02	-8.850000e-05	-1.650303e+05	1.650301e+05	7.363885e+00	7.363921e+00	1.993529e-05
188	1.880000e-02	-8.900000e-05	-1.659127e+05	1.659129e+05	7.446522e+00	7.446559e+00	1.995809e-05
189	1.890000e-02	-8.950000e-05	-1.667936e+05	1.667935e+05	7.529600e+00	7.529638e+00	1.994853e-05
190	1.900000e-02	-9.000000e-05	-1.676747e+05	1.676747e+05	7.613119e+00	7.613157e+00	1.995552e-05
191	1.910000e-02	-9.050000e-05	-1.685542e+05	1.685543e+05	7.697078e+00	7.697116e+00	1.996462e-05
192	1.920000e-02	-9.100000e-05	-1.694336e+05	1.694334e+05	7.781477e+00	7.781516e+00	1.995078e-05
193	1.930000e-02	-9.150000e-05	-1.703121e+05	1.703123e+05	7.866315e+00	7.866354e+00	1.997624e-05
194	1.940000e-02	-9.200000e-05	-1.711898e+05	1.711896e+05	7.951593e+00	7.951632e+00	1.996065e-05
195	1.950000e-02	-9.250000e-05	-1.720672e+05	1.720674e+05	8.037309e+00	8.037349e+00	1.997708e-05
196	1.960000e-02	-9.300000e-05	-1.729433e+05	1.729433e+05	8.123464e+00	8.123504e+00	1.997364e-05
197	1.970000e-02	-9.350000e-05	-1.738195e+05	1.738194e+05	8.210056e+00	8.210098e+00	1.997246e-05
198	1.980000e-02	-9.400000e-05	-1.746943e+05	1.746945e+05	8.297087e+00	8.297129e+00	1.998775e-05
199	1.990000e-02	-9.450000e-05	-1.755686e+05	1.755683e+05	8.384555e+00	8.384598e+00	1.997859e-05
200	2.000000e-02	-9.500000e-05	-1.764420e+05	1.764422e+05	8.472460e+00	8.472503e+00	1.999532e-05
201	2.010000e-02	-9.550000e-05	-1.773144e+05	1.773143e+05	8.560802e+00	8.560845e+00	1.998839e-05
202	2.020000e-02	-9.600000e-05	-1.781866e+05	1.781867e+05	8.649579e+00	8.649624e+00	1.999833e-05
203	2.030000e-02	-9.650000e-05	-1.790576e+05	1.790576e+05	8.738793e+00	8.738838e+00	1.999589e-05
204	2.040000e-02	-9.700000e-05	-1.799282e+05	1.799280e+05	8.828442e+00	8.828488e+00	2.000080e-05
205	2.050000e-02	-9.750000e-05	-1.807978e+05	1.807980e+05	8.918526e+00	8.918573e+00	2.001160e-05
206	2.060000e-02	-9.800000e-05	-1.816668e+05	1.816667e+05	9.009045e+00	9.009092e+00	2.000480e-05
207	2.070000e-02	-9.850000e-05	-1.825351e+05	1.825352e+05	9.099998e+00	9.100046e+00	2.002711e-05
208	2.080000e-02	-9.900000e-05	-1.834023e+05	1.834024e+05	9.191386e+00	9.191434e+00	2.001628e-05
209	2.090000e-02	-9.950000e-05	-1.842693e+05	1.842691e+05	9.283207e+00	9.283256e+00	2.003054e-05
210	2.100000e-02	-1.000000e-04	-1.851350e+05	1.851352e+05	9.375461e+00	9.375511e+00	2.003925e-05
211	2.110000e-02	-1.005000e-04	-1.860003e+05	1.860002e+05	9.468147e+00	9.468198e+00	2.002901e-05
212	2.120000e-02	-1.010000e-04	-1.868647e+05	1.868647e+05	9.561267e+00	9.561319e+00	2.004993e-05
213	2.130000e-02	-1.015000e-04	-1.877282e+05	1.877283e+05	9.654818e+00	9.654871e+00	2.004439e-05
214	2.140000e-02	-1.020000e-04	-1.885901e+05	1.885901e+05	9.748801e+00	9.748855e+00	2.006053e-05
215	2.150000e-02	-1.025000e-04	-1.894535e+05	1.894535e+05	9.843216e+00	9.843270e+00	2.002805e-05
216	2.160000e-02	-1.030000e-04	-1.903134e+05	1.903136e+05	9.938061e+00	9.938116e+00	2.010491e-05
217	2.170000e-02	-1.035000e-04	-1.911753e+05	1.911751e+05	1.003334e+01	1.003339e+01	1.999963e-05
218	2.180000e-02	-1.040000e-04	-1.920345e+05	1.920348e+05	1.012904e+01	1.012910e+01	2.014114e-05
219	2.190000e-02	-1.045000e-04	-1.928928e+05	1.928926e+05	1.022518e+01	1.022524e+01	2.000970e-05
220	2.200000e-02	-1.050000e-04	-1.937531e+05	1.937532e+05	1.032174e+01	1.032180e+01	2.010626e-05
221	2.210000e-02	-1.055000e-04	-1.946085e+05	1.946087e+05	1.041874e+01	1.041880e+01	2.008118e-05
222	2.220000e-02	-1.060000e-04	-1.954675e+05	1.954672e+05	1.051616e+01	1.051622e+01	2.003911e-05
223	2.230000e-02	-1.065000e-04	-1.963225e+05	1.963228e+05	1.061401e+01	1.061407e+01	2.014866e-05
224	2.240000e-02	-1.070000e-04	-1.971780e+05	1.971778e+05	1.071229e+01	1.071235e+01	2.002261e-05
225	2.250000e-02	-1.075000e-04	-1.980339e+05	1.980339e+05	1.081100e+01	1.081106e+01	2.014220e-05
226	2.260000e-02	-1.080000e-04	-1.988858e+05	1.988859e+05	1.091013e+01	1.091020e+01	2.008043e-05
227	2.270000e-02	-1.085000e-04	-1.997409e+05	1.997408e+05	1.100969e+01	1.100976e+01	2.008282e-05
228	2.280000e-02	-1.090000e-04	-2.005918e+05	2.005917e+05	1.110968e+01	1.110975e+01	2.014964e-05
229	2.290000e-02	-1.095000e-04	-2.014440e+05	2.014442e+05	1.121010e+01	1.121016e+01	2.005736e-05
230	2.300000e-02	-1.100000e-04	-2.022954e+05	2.022952e+05	1.131093e+01	1.131100e+01	2.016207e-05
231	2.310000e-02	-1.105000e-04	-2.031447e+05	2.031448e+05	1.141220e+01	1.141227e+01	2.009718e-05
